System ID	EventAsscPlaceID	EventAsscObjectID	EventAsscPersonID	Name	Event short summary	Type	Date	Time	Period	Date Earliest	Date Latest	Date Notes	Place	Place Notes	Person	Person Role	Person Notes	Object	Object Notes	Event	Event Notes	Concept	Concept Notes	Consequence	Document	Document Notes	Correspondence	Photo Audio-Visual Ref	Photo Audio-Visual Notes	Primary Image	Image Publication Status	User Authority 1	User Authority 2	User Authority 3	User Authority 4	User Authority 5	User Defined Value 1	User Defined Value 2	User Defined Value 3	User Defined Value 4	User Defined Value 5	User Defined Text 1	User Defined Text 2	User Defined Text 3	User Defined Text 4	User Defined Text 5	User Authority 1 AMV	User Authority 1 AMV <Not in use>	User Authority 1 AMV Date	User Authority 1 AMV Notes	User Authority 2 AMV	User Authority 2 AMV <Not in use>	User Authority 2 AMV Date	User Authority 2 AMV Notes	User Authority 3 AMV	User Authority 3 AMV <Not in use>	User Authority 3 AMV Date	User Authority 3 AMV Notes	User Authority 4 AMV	User Authority 4 AMV <Not in use>	User Authority 4 AMV Date	User Authority 4 AMV Notes	User Authority 5 AMV	User Authority 5 AMV <Not in use>	User Authority 5 AMV Date	User Authority 5 AMV Notes	Short Name	Long Name	Definition	Images	Image Ref - Full path	Image Ref - Relative path	External File	External File Category	External File Notes	Web Address	Next Higher Term	Hierarchical Level	Sequence	Hierarchical Levels Summary	Ascending Hierarchy	<System Flag>:Ascending Name	<System Flag>:Descending Name	<System Flag>:Name	Descending Hierarchy	Current Status	Status History	Status History Date	Updated By	Update Time	Management Flag	Flag Note	Term Usage Control	System Note	Manager Note	Cataloguer	Date Catalogued	Authority Source	Authority Source Note	Originating Database	Originating Date	Originating No	Record Size
"21"	"1259"		"260, 370, 1222"	"Alfred Stieglitz presents his first exhibition of American painters at ""291."""	"Alfred Stieglitz presents his first exhibition of American painters at ""291.""; 1909; ""291""/New York City/New York"	"Arts Events"	"1909"			"Jan 01 1909"	"Dec 31 1909"		"""291""/New York City/New York"		"Alfred Stieglitz, Marsden Hartley, John Marin"	"Subject, Subject, Subject"															"No image"																																				"Alfred Stieglitz presents his first exhibition of American painters at ""291."""	"Alfred Stieglitz presents his first exhibition of American painters at ""291."""	"Alfred Stieglitz presents his first exhibition of American painters at ""291,"" including John Marin and Marsden Hartley."											"               Alfred Stieglitz presents 21             "	"Alfred Stieglitz presents his first exhibition of American painters at ""291."""	"Alfred Stieglitz presents his first exhibition of American painters at ""291."""	"Alfred Stieglitz presents his first exhibition of American painters at ""291."""	"Alfred Stieglitz presents his first exhibition of American painters at ""291."""	"Alfred Stieglitz presents his first exhibition of American painters at ""291."""	"Candidate"	"Candidate"	"Feb 15 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017, Feb 15 2017, Feb 15 2017"													"380"
"211"	"30"		"260"	"Alfred Stieglitz publishes the first issue of ""Camera Work."""	"Alfred Stieglitz publishes the first issue of ""Camera Work.""; 1903; New York City/New York"	"Arts Events"	"1903"			"Jan 01 1903"	"Dec 31 1903"		"New York City/New York"		"Alfred Stieglitz"	"Subject"															"No image"																																				"Alfred Stieglitz publishes the first issue of ""Camera Work."""	"Alfred Stieglitz publishes the first issue of ""Camera Work."""	"Alfred Stieglitz publishes the first issue of ""Camera Work."""											"               Alfred Stieglitz publishe 211            "	"Alfred Stieglitz publishes the first issue of ""Camera Work."""	"Alfred Stieglitz publishes the first issue of ""Camera Work."""	"Alfred Stieglitz publishes the first issue of ""Camera Work."""	"Alfred Stieglitz publishes the first issue of ""Camera Work."""	"Alfred Stieglitz publishes the first issue of ""Camera Work."""	"Candidate"			"EBRINDLEY"	"Feb 23 2017"													"235"
"69"	"1309"		"260, 296, 370, 1007, 1222, 2, 1227"	"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries."	"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries.; Mar 09 1925; Anderson Galleries/New York City/New York"	"Arts Events"	"Mar 09 1925"			"Mar 09 1925"	"Mar 09 1925"		"Anderson Galleries/New York City/New York"		"Alfred Stieglitz, Arthur Dove, Marsden Hartley, Paul Strand (Millerton), John Marin, Georgia O'Keeffe, Charles Demuth"	"Subject, Subject, Subject, Subject, Subject, Subject, Subject"															"No image"																																				"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries."	"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries."	"Alfred Stieglitz’s exhibition ""Seven Americans"" opens at Anderson Galleries, with his photographs and work by Arthur Dove, Marsden Hartley, John Marin, Charles Demuth, Paul Strand and Georgia O’Keeffe."											"               Alfred Stieglitz's exhibi 69             "	"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries."	"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries."	"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries."	"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries."	"Alfred Stieglitz's exhibition ""Seven Americans"" opens at Anderson Galleries."	"Candidate"	"Candidate"	"Feb 22 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 23 2017, Feb 22 2017, Feb 22 2017, Feb 16 2017"													"500"
"111"	"USA"		"2"	"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution."	"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution.; Summer 1942; United States of America/North America"	"History and Politics"	"Summer 1942"			"Jan 01 1942"	"Dec 31 1942"		"United States of America/North America"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution."	"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution."	"Alice Paul recruits Georgia O’Keeffe to campaign for an equal rights amendment to the US Constitution that would allow for men and women to be treated equally in the workplace."											"               Alice Paul recruits Georg 111            "	"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution."	"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution."	"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution."	"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution."	"Alice Paul recruits Georgia O'Keeffe to campaign for an equal rights amendment to the U.S. Constitution."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 16 2017"													"418"
"144"	"USA"			"Allen Ginsberg's poem ""Howl"" is seized at United States Customs."	"Allen Ginsberg's poem ""Howl"" is seized at United States Customs.; 1957; United States of America/North America"	"History and Politics"	"1957"			"Jan 01 1957"	"Dec 31 1957"		"United States of America/North America"																		"No image"																																				"Allen Ginsberg's poem ""Howl"" is seized at United States Customs."	"Allen Ginsberg's poem ""Howl"" is seized at United States Customs."	"Written in 1955, Allen Ginsberg’s poem ""Howl,"" which is printed in England, is seized at U.S. customs, based upon the argument that it is too obscene for American audiences."											"               Allen Ginsberg's poem ""Ho 144            "	"Allen Ginsberg's poem ""Howl"" is seized at United States Customs."	"Allen Ginsberg's poem ""Howl"" is seized at United States Customs."	"Allen Ginsberg's poem ""Howl"" is seized at United States Customs."	"Allen Ginsberg's poem ""Howl"" is seized at United States Customs."	"Allen Ginsberg's poem ""Howl"" is seized at United States Customs."	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"346"
"85"				"Amelia Earhart is the first woman to make a transcontinental flight."	"Amelia Earhart is the first woman to make a transcontinental flight.; 1932"	"History and Politics"	"1932"			"Jan 01 1932"	"Dec 31 1932"																				"No image"																																				"Amelia Earhart is the first woman to make a transcontinental flight."	"Amelia Earhart is the first woman to make a transcontinental flight."	"Amelia Earhart is the first woman to make a transcontinental flight."											"               Amelia Earhart is the fir 85             "	"Amelia Earhart is the first woman to make a transcontinental flight."	"Amelia Earhart is the first woman to make a transcontinental flight."	"Amelia Earhart is the first woman to make a transcontinental flight."	"Amelia Earhart is the first woman to make a transcontinental flight."	"Amelia Earhart is the first woman to make a transcontinental flight."	"Candidate"			"EBRINDLEY"	"Feb 16 2017"													"236"
"153"	"USA"		"2"	"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member."	"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member.; 1962; United States of America/North America"	"Georgia O'Keeffe"	"1962"			"Jan 01 1962"	"Dec 31 1962"		"United States of America/North America"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member."	"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member."	"The American Academy of Arts and Letters, founded by the National Institute of Art and Letters, elects Georgia O’Keeffe as a member."											"               The American Academy of A 153            "	"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member."	"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member."	"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member."	"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member."	"The American Academy of Arts and Letters elects Georgia O'Keeffe as a member."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 21 2017"													"347"
"74"	"312"			"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant."	"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant.; 1927; Detroit/Michigan"	"Arts Events"	"1927"			"Jan 01 1927"	"Dec 31 1927"		"Detroit/Michigan"																		"No image"																																				"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant."	"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant."	"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company’s plant."											"               American artist and photo 74             "	"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant."	"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant."	"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant."	"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant."	"American artist and photographer Charles Sheeler is commissioned to photograph the Ford Motor Company's plant."	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 22 2017, Feb 16 2017"													"367"
"77"	"USA"			"The American Stock Market crashes."	"The American Stock Market crashes.; Oct 29 1929; United States of America/North America"	"History and Politics"	"Oct 29 1929"			"Oct 29 1929"	"Oct 29 1929"		"United States of America/North America"																		"No image"																																				"The American Stock Market crashes."	"The American Stock Market crashes."	"The American Stock Market crashes and precipitates a financial crisis."											"               The American Stock Market 77             "	"The American Stock Market crashes."	"The American Stock Market crashes."	"The American Stock Market crashes."	"The American Stock Market crashes."	"The American Stock Market crashes."	"Candidate"	"Candidate"	"Feb 23 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 23 2017, Feb 16 2017"													"237"
"163"	"1299"		"2"	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966.""; Mar 1966; The Amon Carter Museum/Fort Worth/Texas"	"Georgia O'Keeffe"	"Mar 1966"			"Mar 01 1966"	"Mar 31 1966"		"The Amon Carter Museum/Fort Worth/Texas"		"Georgia O'Keeffe"	"Subject"															"No image"																																				"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents: ""Georgia O’Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""											"               The Amon Carter Museum of 163            "	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""	"The Amon Carter Museum of Western Art in Fort Worth, Texas presents, ""Georgia O'Keeffe: An Exhibition of the Work of the Artist from 1915-1966."""	"Candidate"	"Candidate"	"Feb 22 2017"	"EBRINDLEY, EBRINDLEY"	"Feb 22 2017, Feb 21 2017"													"427"
"60"	"1309"		"260, 2"	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe."	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe.; Feb 1921; Anderson Galleries/New York City/New York"	"Georgia O'Keeffe"	"Feb 1921"			"Feb 01 1921"	"Feb 28 1921"		"Anderson Galleries/New York City/New York"		"Alfred Stieglitz, Georgia O'Keeffe"	"Subject, Subject"															"No image"																																				"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe."	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe."	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz’s photographs of Georgia O’Keeffe."											"               The Anderson Galleries pr 60             "	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe."	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe."	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe."	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe."	"The Anderson Galleries presents its first exhibition of Alfred Stieglitz's photographs of Georgia O'Keeffe."	"Candidate"	"Candidate"	"Feb 22 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 23 2017, Feb 22 2017, Feb 16 2017"													"387"
"150"	"USA"		"819"	"Andy Warhol creates ""32 Campbell's Soup Cans."""	"Andy Warhol creates ""32 Campbell's Soup Cans.""; 1961; United States of America/North America"	"Arts Events"	"1961"			"Jan 01 1961"	"Dec 31 1961"		"United States of America/North America"		"Andy Warhol (New York City)"	"Subject"															"No image"																																				"Andy Warhol creates ""32 Campbell's Soup Cans."""	"Andy Warhol creates ""32 Campbell's Soup Cans."""	"Andy Warhol creates ""32 Campbell’s Soup Cans."""											"               Andy Warhol creates ""32 C 150            "	"Andy Warhol creates ""32 Campbell's Soup Cans."""	"Andy Warhol creates ""32 Campbell's Soup Cans."""	"Andy Warhol creates ""32 Campbell's Soup Cans."""	"Andy Warhol creates ""32 Campbell's Soup Cans."""	"Andy Warhol creates ""32 Campbell's Soup Cans."""	"Candidate"			"EBRINDLEY"	"Feb 21 2017"													"208"
"41"	"30"		"960, 260, 2"	"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings."	"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings.; Jan 01 1916; New York City/New York"	"Georgia O'Keeffe"	"Jan 01 1916"			"Jan 01 1916"	"Jan 01 1916"		"New York City/New York"		"Anita Pollitzer, Alfred Stieglitz, Georgia O'Keeffe"	"Subject, Subject, Subject"															"No image"																																				"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings."	"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings."	"Anita Pollitzer, a friend of Georgia O'Keeffe, shows Alfred Stieglitz O’Keeffe’s abstract drawings. Stieglitz exhibits ten charcoal drawings on May 23 at ""291."""											"               Anita Pollitzer shows Alf 41             "	"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings."	"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings."	"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings."	"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings."	"Anita Pollitzer shows Alfred Stieglitz Georgia O'Keeffe's abstract drawings."	"Candidate"	"Candidate"	"Feb 21 2017"	"EEHRNST, EBRINDLEY, EBRINDLEY, EBRINDLEY"	"May 04 2017, Feb 22 2017, Feb 21 2017, Feb 16 2017"													"413"
