System ID	Record Type	Name Type only	Title only	Firstname only	Known As only	Lastname only	Date Born Est	Date Died Ceased	Gender	Nationality	Biographical Display	Primary Occupation	Related Person System ID	Related Person Details	Originating Database	External File Details	Person URI	Cataloguer
"1757"	"Person"			"Joan"	"Joan"	"Miró"					"Joan Miró i Ferrà ( mi-ROH, also US:  mee-ROH, Catalan: [ʒuˈam miˈɾo j fəˈra]; 20 April 1893 – 25 December 1983) was a Spanish painter, sculptor, and ceramicist born in Barcelona. A museum dedicated to his work, the Fundació Joan Miró, was established in his native city of Barcelona in 1975, and another, the Fundació Pilar i Joan Miró, was established in his adoptive city of Palma de Mallorca in 1981. ^Earning international acclaim, his work has been interpreted as Surrealism, a sandbox for the subconscious mind, a re-creation of the childlike, and a manifestation of Catalan pride. In numerous interviews dating from the 1930s onwards, Miró expressed contempt for conventional painting methods as a way of supporting bourgeois society, and declared an ""assassination of painting"" in favour of upsetting the visual elements of established painting. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500014094"	"http://vocab.getty.edu/ulan/500014094   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500014094"	
"1758"	"Person"			"Juan"	"Juan"	"Gris"					"José Victoriano (Carmelo Carlos) González-Pérez  (23 March 1887 – 11 May 1927), better known as Juan Gris (Spanish: [ˈxwan ˈɡɾis]; French: [gʀi]), was a Spanish painter born in Madrid who lived and worked in France most of his life. Closely connected to the innovative artistic genre Cubism, his works are among the movement's most distinctive. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500015362"	"http://vocab.getty.edu/ulan/500015362   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500015362"	
"1759"	"Person"			"Desiderio"	"Desiderio"	"da Settignano"					"Desiderio da Settignano, real name Desiderio de Bartolomeo di Francesco detto Ferro (c. 1428 or 1430 – 1464) was an Italian sculptor active during the Renaissance. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500016116"	"http://vocab.getty.edu/ulan/500016116   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500016116"	
"1760"	"Person"			"Constantin"	"Constantin"	"Brâncuși"					"Constantin Brâncuși (Romanian: [konstanˈtin brɨŋˈkuʃʲ] (listen); February 19, 1876 – March 16, 1957) was a Romanian sculptor, painter and photographer who made his career in France. Considered a pioneer of modernism, one of the most influential sculptors of the 20th-century, Brâncuși is called the patriarch of modern sculpture. As a child he displayed an aptitude for carving wooden farm tools. Formal studies took him first to Bucharest, then to Munich, then to the École des Beaux-Arts in Paris from 1905 to 1907. His art emphasizes clean geometrical lines that balance forms inherent in his materials with the symbolic allusions of representational art. Brâncuși sought inspiration in non-European cultures as a source of primitive exoticism, as did Paul Gauguin, Pablo Picasso, André Derain and others. However, other influences emerge from Romanian folk art traceable through Byzantine and Dionysian traditions. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500016157"	"http://vocab.getty.edu/ulan/500016157   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500016157"	
"1761"	"Person"			"Paolo"	"Paolo"	"Veronese"					"Paolo Caliari (1528 – 19 April 1588), known as Paolo Veronese ( VERR-ə-NAY-zay, -⁠zee, also US:  -⁠see, Italian: [ˈpaːolo veroˈneːse, -eːze]), was an Italian Renaissance painter based in Venice, known for extremely large history paintings of religion and mythology, such as The Wedding at Cana (1563)  and The Feast in the House of Levi (1573). Included with Titian, a generation older, and Tintoretto, a decade senior, Veronese is one of the ""great trio that dominated Venetian painting of the cinquecento"" and the Late Renaissance in the 16th century. Known as a supreme colorist, and after an early period with Mannerism, Paolo Veronese developed a naturalist style of painting, influenced by Titian. ^ ^His most famous works are elaborate narrative cycles, executed in a dramatic and colorful style, full of majestic architectural settings and glittering pageantry. His large paintings of biblical feasts, crowded with figures, painted for the refectories of monasteries in Venice and Verona are especially famous, and he was also the leading Venetian painter of ceilings. Most of these works remain in situ, or at least in Venice, and his representation in most museums is mainly composed of smaller works such as portraits that do not always show him at his best or most typical. ^He has always been appreciated for ""the chromatic brilliance of his palette, the splendor and sensibility of his brushwork, the aristocratic elegance of his figures, and the magnificence of his spectacle"", but his work has been felt ""not to permit expression of the profound, the human, or the sublime"", and of the ""great trio"" he has often been the least appreciated by modern criticism. Nonetheless, ""many of the greatest artists ... may be counted among his admirers, including Rubens, Watteau, Tiepolo, Delacroix and Renoir"". (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500021218"	"http://vocab.getty.edu/ulan/500021218   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500021218"	
"1762"	"Person"			"Henry"	"Henry"	"Moore"					"Henry Spencer Moore  (30 July 1898 – 31 August 1986) was an English artist. He is best known for his semi-abstract monumental bronze sculptures which are located around the world as public works of art.  As well as sculpture, Moore produced many drawings, including a series depicting Londoners sheltering from the Blitz during the Second World War, along with other graphic works on paper. ^His forms are usually abstractions of the human figure, typically depicting mother-and-child or reclining figures. Moore's works are usually suggestive of the female body, apart from a phase in the 1950s when he sculpted family groups. His forms are generally pierced or contain hollow spaces. Many interpreters liken the undulating form of his reclining figures to the landscape and hills of his Yorkshire birthplace. ^Moore became well known through his carved marble and larger-scale abstract cast bronze sculptures, and was instrumental in introducing a particular form of modernism to the United Kingdom. His ability in later life to fulfil large-scale commissions made him exceptionally wealthy. Despite this, he lived frugally; most of the money he earned went towards endowing the Henry Moore Foundation, which continues to support education and promotion of the arts. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500032596"	"http://vocab.getty.edu/ulan/500032596   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500032596"	
"1763"	"Person"			"Duncan"	"Duncan"	" Phillips"					"Duncan Phillips (1886–1966) was a Washington, D.C., based art collector and critic who played a seminal role in introducing modern art to America. The grandson of James H. Laughlin, a banker and co-founder of the Jones and Laughlin Steel Company, Phillips was born in Pittsburgh and moved with his family to Washington, D.C. in 1895. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500041002"	"http://vocab.getty.edu/ulan/500041002   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500041002"	
"1764"	"Person"			"Soichi"	"Soichi"	"Sunami"					"Soichi Sunami (角南壮一, given name translating as ""magnificent first son,"" and family name translating as ""south corner"") was a modernist photographer, influenced by the pictorialist movement, and best known for his portraits of early modern dancers, including Ruth St Denis, Agnes De Mille, Helen Tamiris and Martha Graham, with whom he maintained an extended artistic collaboration. He produced some of the only known images of the early black modern dancer, Edna Guy, and also photographed the modern dancer Harald Kreutzberg. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500055313"	"http://vocab.getty.edu/ulan/500055313   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500055313"	
"1765"	"Person"			"William"	"William"	"Vandivert"					"William ""Bill"" Vandivert (August 16, 1912 – December 1, 1989) was an American photographer, co-founder in 1947 of the agency Magnum Photos. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500094794"	"http://vocab.getty.edu/ulan/500094794   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500094794"	
"1766"	"Person"			"Marie"	"Marie"	"Cosindas"					"Marie Cosindas (September 22, 1923 – May 25, 2017) was an American photographer. She was best known for her evocative still lifes and color portraits. She was one of the first photographers to incorporate color photography into her work, which distinguished her from other photographers in the 1960s and 1970s. Most of her photographs were  portraits and pictures of objects like dolls, flowers, and masks. ^In 1962, Ansel Adams recommended Cosindas to Polaroid for their artist trial of their new instant-developing color film. She was the fifth woman, and only the second photographer working on color, to have a show at the Museum of Modern Art in New York, in 1966. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500115150"	"http://vocab.getty.edu/ulan/500115150   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500115150"	
"1767"	"Person"			"Edgar"	"Edgar"	"Degas"					"Edgar Degas (UK: , US: ; born Hilaire-Germain-Edgar De Gas, French: [ilɛːʁ ʒɛʁmɛ̃ ɛdɡaʁ də ɡa]; 19 July 1834 – 27 September 1917) was a French artist famous for his pastel drawings and oil paintings of ballerinas. Degas also produced bronze sculptures, prints, and drawings. Degas is especially identified with the subject of dance; more than half of his works depict dancers. Although Degas is regarded as one of the founders of Impressionism, he rejected the term, preferring to be called a realist, and did not paint outdoors as many Impressionists did. Degas was a superb draftsman, and particularly masterly in depicting movement, as can be seen in his rendition of dancers and bathing female nudes. In addition to ballet dancers and bathing women, Degas painted race horses and racing jockeys, as well as portraits. His portraits are notable for their psychological complexity and for their portrayal of human isolation.At the beginning of his career, Degas wanted to be a history painter, a calling for which he was well prepared by his rigorous academic training and close study of classical art. In his early thirties, he changed course, and by bringing the traditional methods of a history painter to bear on contemporary subject matter, he became a classical painter of modern life. (Sourced from Wikipedia, January 2020)"				"Union List of Artist Names      500115194"	"http://vocab.getty.edu/ulan/500115194   LOD Equivalent URI   "	"http://vocab.getty.edu/ulan/500115194"	
